,loss,accuracy,val_loss,val_accuracy,lr
0,0.3226233422756195,0.8798333406448364,1.85209321975708,0.7259615659713745,0.001
1,0.212955042719841,0.9210000038146973,0.14215072989463806,0.9455128312110901,0.001
2,0.17136995494365692,0.934166669845581,0.2435499131679535,0.9198718070983887,0.001
3,0.1618373543024063,0.9384999871253967,0.1581212431192398,0.9342948794364929,0.001
4,0.10099875181913376,0.9598333239555359,0.11349686235189438,0.9439102411270142,0.0005
5,0.09146378934383392,0.965499997138977,0.15586654841899872,0.942307710647583,0.0005
6,0.05425475910305977,0.9796666502952576,0.15672871470451355,0.9358974099159241,0.00025
7,0.04134875163435936,0.9851666688919067,0.1370847374200821,0.9599359035491943,0.00025
8,0.03244294971227646,0.9890000224113464,0.23897205293178558,0.9230769276618958,0.00025
9,0.02975851111114025,0.9890000224113464,0.18798497319221497,0.9487179517745972,0.00025
10,0.012715475633740425,0.996999979019165,0.22306881844997406,0.9487179517745972,0.000125
11,0.009278600104153156,0.9978333115577698,0.2213188260793686,0.9535256624221802,0.000125
12,0.00750504806637764,0.9976666569709778,0.21089813113212585,0.9535256624221802,6.25e-05
13,0.00545163732022047,0.9986666440963745,0.20754019916057587,0.9551281929016113,6.25e-05
14,0.004437299445271492,0.9993333220481873,0.21880805492401123,0.9519230723381042,3.125e-05
15,0.004562700167298317,0.9990000128746033,0.24160392582416534,0.9551281929016113,3.125e-05
16,0.0042114583775401115,0.9988333582878113,0.24051649868488312,0.9503205418586731,1.5625e-05
17,0.0018828307511284947,0.9993333220481873,0.2427622675895691,0.9551281929016113,1.5625e-05
18,0.0031744330190122128,0.9990000128746033,0.24265824258327484,0.9535256624221802,7.8125e-06
19,0.003916044719517231,0.9991666674613953,0.24993935227394104,0.9487179517745972,7.8125e-06
20,0.001882612588815391,0.9994999766349792,0.25077754259109497,0.9519230723381042,3.90625e-06
21,0.002062183106318116,0.9993333220481873,0.2515905797481537,0.9519230723381042,3.90625e-06
22,0.0029368645045906305,0.9983333349227905,0.25080952048301697,0.9519230723381042,1.953125e-06
23,0.0011891823960468173,0.999833345413208,0.2545108199119568,0.9535256624221802,1.953125e-06
24,0.0012072016252204776,0.999666690826416,0.25695106387138367,0.9535256624221802,1e-06
