,loss,accuracy,val_loss,val_accuracy,lr
0,0.48448824882507324,0.7896666526794434,0.23768498003482819,0.9022436141967773,1e-04
1,0.269765704870224,0.887333333492279,0.20365650951862335,0.9214743375778198,1e-04
2,0.21117182075977325,0.9129999876022339,0.19242218136787415,0.9262820482254028,1e-04
3,0.19200867414474487,0.9183333516120911,0.18515440821647644,0.9198718070983887,1e-04
4,0.1714901179075241,0.9275000095367432,0.18025048077106476,0.9294871687889099,1e-04
5,0.1559760570526123,0.9318333268165588,0.17199690639972687,0.9230769276618958,1e-04
6,0.1454031765460968,0.9399999976158142,0.17307616770267487,0.9262820482254028,1e-04
7,0.13258737325668335,0.9438333511352539,0.17129015922546387,0.9246794581413269,5e-05
8,0.13032029569149017,0.9455000162124634,0.16783253848552704,0.9310897588729858,5e-05
9,0.12117087095975876,0.9514999985694885,0.16478793323040009,0.9310897588729858,5e-05
10,0.11454169452190399,0.9521666765213013,0.17164930701255798,0.9262820482254028,5e-05
11,0.11484784632921219,0.9521666765213013,0.1645509898662567,0.9310897588729858,2.5e-05
12,0.10849988460540771,0.9556666612625122,0.16431809961795807,0.9310897588729858,2.5e-05
13,0.10592857748270035,0.956333339214325,0.16483275592327118,0.9246794581413269,1.25e-05
14,0.10483812540769577,0.9589999914169312,0.16491839289665222,0.9310897588729858,1.25e-05
15,0.1041037067770958,0.9599999785423279,0.16445958614349365,0.932692289352417,6.25e-06
16,0.1027820035815239,0.9598333239555359,0.16476750373840332,0.9342948794364929,6.25e-06
17,0.1007215604186058,0.9608333110809326,0.16541723906993866,0.9342948794364929,6.25e-06
18,0.10470737516880035,0.9566666483879089,0.16501708328723907,0.932692289352417,6.25e-06
19,0.10150455683469772,0.9613333344459534,0.16428205370903015,0.9294871687889099,3.125e-06
20,0.09769658744335175,0.9621666669845581,0.16459061205387115,0.9310897588729858,3.125e-06
21,0.10178659856319427,0.9601666927337646,0.1645209938287735,0.9342948794364929,1.5625e-06
22,0.09986834973096848,0.9611666798591614,0.1644623875617981,0.9310897588729858,1.5625e-06
23,0.10033439844846725,0.9611666798591614,0.16443927586078644,0.9310897588729858,1e-06
24,0.09846042841672897,0.9623333215713501,0.164485901594162,0.9310897588729858,1e-06
