,loss,accuracy,val_loss,val_accuracy,lr

0,0.3831477761268616,0.8296666741371155,0.23497681319713593,0.90625,1e-04

1,0.21563315391540527,0.9083333611488342,0.220525324344635,0.9019396305084229,1e-04

2,0.17867271602153778,0.9271666407585144,0.181940495967865,0.9224137663841248,1e-04

3,0.17200514674186707,0.9321666955947876,0.17196537554264069,0.9288793206214905,1e-04

4,0.15313276648521423,0.9438333511352539,0.17966872453689575,0.9224137663841248,1e-04

5,0.13863641023635864,0.9456666707992554,0.16257211565971375,0.9299569129943848,1e-04

6,0.13000726699829102,0.9509999752044678,0.16622166335582733,0.9299569129943848,1e-04

7,0.12595561146736145,0.949999988079071,0.15597382187843323,0.9364224076271057,1e-04

8,0.12205541878938675,0.9521666765213013,0.15803802013397217,0.9321120977401733,1e-04

9,0.1100710853934288,0.9555000066757202,0.1603921353816986,0.9299569129943848,1e-04

10,0.09978003799915314,0.9629999995231628,0.15111251175403595,0.9342672228813171,5e-05

11,0.10082750767469406,0.9614999890327454,0.14987334609031677,0.9342672228813171,5e-05

12,0.09087248891592026,0.9641666412353516,0.14982011914253235,0.9364224076271057,2.5e-05

13,0.09158186614513397,0.9651666879653931,0.14835040271282196,0.9396551847457886,2.5e-05

14,0.08674874901771545,0.9683333039283752,0.1522791087627411,0.9321120977401733,2.5e-05

15,0.08864409476518631,0.968666672706604,0.14852310717105865,0.9375,2.5e-05

16,0.08388181775808334,0.9683333039283752,0.14935603737831116,0.9375,1.25e-05

17,0.08184098452329636,0.9704999923706055,0.14957408607006073,0.9364224076271057,1.25e-05

18,0.08072429150342941,0.9708333611488342,0.14714078605175018,0.9407327771186829,6.25e-06

19,0.07794909924268723,0.9714999794960022,0.14668923616409302,0.9396551847457886,6.25e-06

20,0.08002302795648575,0.972000002861023,0.147878959774971,0.9385775923728943,6.25e-06

21,0.07818234711885452,0.9739999771118164,0.14720118045806885,0.9385775923728943,3.125e-06

22,0.07693304121494293,0.9746666550636292,0.14644086360931396,0.9407327771186829,3.125e-06

23,0.07739627361297607,0.9723333120346069,0.14641913771629333,0.9407327771186829,1.5625e-06

24,0.07641278952360153,0.9723333120346069,0.14680872857570648,0.9385775923728943,1.5625e-06

