,loss,accuracy,val_loss,val_accuracy,lr
0,0.23174361884593964,0.9169999957084656,1069.692626953125,0.33081895112991333,0.001
1,0.1372750699520111,0.9551666378974915,0.1487581431865692,0.954741358757019,0.001
2,0.08397605270147324,0.971833348274231,0.2263346165418625,0.9558189511299133,0.001
3,0.10332603752613068,0.9664999842643738,0.07670728117227554,0.9741379022598267,0.001
4,0.09351972490549088,0.965833306312561,125.15896606445312,0.756465494632721,0.001
5,0.07853787392377853,0.9751666784286499,0.10418757051229477,0.96875,0.001
6,0.03379754722118378,0.9890000224113464,0.08289843797683716,0.9773706793785095,0.0005
7,0.025877291336655617,0.9915000200271606,0.09172951430082321,0.96875,0.0005
8,0.023983865976333618,0.9931666851043701,0.07095786929130554,0.9806034564971924,0.0005
9,0.027283113449811935,0.9903333187103271,0.07480573654174805,0.9806034564971924,0.0005
10,0.020531533285975456,0.9933333396911621,0.08841647952795029,0.9719827771186829,0.0005
11,0.011690651997923851,0.9965000152587891,0.07620976120233536,0.9816810488700867,0.00025
12,0.005637860391288996,0.9980000257492065,0.07652058452367783,0.9806034564971924,0.00025
13,0.005072504747658968,0.9983333349227905,0.08659613877534866,0.982758641242981,0.00025
14,0.009123069234192371,0.9973333477973938,0.07481494545936584,0.9784482717514038,0.00025
15,0.0049162376672029495,0.9984999895095825,0.13719335198402405,0.9719827771186829,0.00025
16,0.004531867802143097,0.9984999895095825,0.11766134947538376,0.9784482717514038,0.000125
17,0.0027754297479987144,0.9986666440963745,0.10883039236068726,0.9795258641242981,0.000125
18,0.0016808193176984787,0.9994999766349792,0.09990174323320389,0.9795258641242981,6.25e-05
19,0.0007244548760354519,0.999666690826416,0.10550899058580399,0.9795258641242981,6.25e-05
20,0.0008582885493524373,0.999666690826416,0.10487323999404907,0.9795258641242981,3.125e-05
21,0.0035119454842060804,0.9990000128746033,0.10635269433259964,0.9806034564971924,3.125e-05
22,0.0006550027173943818,0.999833345413208,0.10724269598722458,0.9784482717514038,1.5625e-05
23,0.002478022361174226,0.9993333220481873,0.10918795317411423,0.9795258641242981,1.5625e-05
24,0.0012137233279645443,0.9993333220481873,0.10409832745790482,0.9816810488700867,7.8125e-06
